Latitude (decimal degrees):	49.220
Longitude (decimal degrees):	-123.055
Elevation (m):	99
Radiation database:	PVGIS-NSRDB


Slope: 36 deg. (optimum)
Azimuth: 10 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130606:1300,12.38,0.0,26.2,0.61,6.23,11.0,1.52,0.0
20130606:1400,40.59,0.0,62.54,1.45,15.27,13.38,1.24,0.0
20130606:1500,112.65,134.69,48.15,7.49,24.84,15.82,0.55,0.0
20130606:1600,318.11,336.15,67.95,10.72,34.62,17.13,0.76,0.0
20130606:1700,478.12,454.35,137.03,12.92,44.22,18.18,1.24,0.0
20130606:1800,589.75,521.13,220.4,14.7,53.03,19.01,1.31,0.0
20130606:1900,726.8,829.7,101.79,17.39,59.98,18.99,1.45,0.0
20130606:2000,772.0,895.68,105.7,17.99,63.35,19.44,1.52,0.0
20130606:2100,775.62,898.24,106.14,17.68,61.71,20.03,1.79,0.0
20130606:2200,584.46,407.76,330.78,13.49,55.81,20.71,1.79,0.0
20130606:2300,552.11,448.64,246.59,12.6,47.51,20.86,1.59,0.0
20130607:0000,406.29,280.15,225.49,9.62,38.21,20.79,1.59,0.0
20130607:0100,332.74,348.97,72.46,8.6,28.44,20.27,1.72,0.0
20130607:0200,27.67,0.0,47.77,1.04,18.76,19.48,1.52,0.0
20130607:0300,8.99,0.0,21.97,0.51,9.49,18.94,1.17,0.0
20130607:0400,0.0,0.0,0.0,0.0,0.0,18.18,1.1,0.0
20130607:0500,0.0,0.0,0.0,0.0,0.0,17.57,2.07,0.0
20130607:0600,0.0,0.0,0.0,0.0,0.0,16.78,2.28,0.0
20130607:0700,0.0,0.0,0.0,0.0,0.0,15.92,2.48,0.0
20130607:0800,0.0,0.0,0.0,0.0,0.0,15.23,2.28,0.0
20130607:0900,0.0,0.0,0.0,0.0,0.0,14.73,2.34,0.0
20130607:1000,0.0,0.0,0.0,0.0,0.0,14.46,2.14,0.0
20130607:1100,0.0,0.0,0.0,0.0,0.0,14.35,2.0,0.0
20130607:1200,0.0,0.0,0.0,0.0,0.0,14.01,2.0,0.0
20130607:1300,3.9,0.0,13.52,0.31,6.28,13.81,1.93,0.0
20130607:1400,8.72,0.0,21.13,0.49,15.31,13.35,2.55,0.0
20130607:1500,44.9,0.0,67.61,1.47,24.88,12.94,2.9,0.0
20130607:1600,9.07,0.0,21.63,0.47,34.66,12.69,2.97,0.0
20130607:1700,57.1,0.0,82.03,1.78,44.26,12.93,3.17,0.0
20130607:1800,207.85,12.76,241.46,5.49,53.08,13.68,3.1,0.0
20130607:1900,364.9,68.09,369.32,9.15,60.06,14.31,3.03,0.0
20130607:2000,545.3,241.89,418.03,12.84,63.44,14.9,2.83,0.0
20130607:2100,240.57,18.92,275.67,6.29,61.81,15.5,2.55,0.0
20130607:2200,580.21,355.79,354.31,13.13,55.92,16.23,2.48,0.0
20130607:2300,666.17,727.24,97.51,14.66,47.61,17.48,2.34,0.0
20130608:0000,524.94,551.09,90.05,11.9,38.31,17.86,2.48,0.0
20130608:0100,343.18,352.28,74.4,8.72,28.54,17.74,2.62,0.0
20130608:0200,137.89,152.56,53.74,5.41,18.85,17.42,2.55,0.0
20130608:0300,18.72,0.0,35.5,0.82,9.59,16.75,2.28,0.0
20130608:0400,1.19,0.0,8.45,0.2,1.07,15.71,2.21,0.0
20130608:0500,0.0,0.0,0.0,0.0,0.0,14.63,2.07,0.0
20130608:0600,0.0,0.0,0.0,0.0,0.0,13.56,2.21,0.0
20130608:0700,0.0,0.0,0.0,0.0,0.0,13.23,2.48,0.0
20130608:0800,0.0,0.0,0.0,0.0,0.0,12.71,2.41,0.0
20130608:0900,0.0,0.0,0.0,0.0,0.0,12.41,2.34,0.0
20130608:1000,0.0,0.0,0.0,0.0,0.0,12.0,2.41,0.0
20130608:1100,0.0,0.0,0.0,0.0,0.0,11.56,2.48,0.0
20130608:1200,0.0,0.0,0.0,0.0,0.0,11.27,2.48,0.0
20130608:1300,3.0,0.0,11.83,0.27,6.32,11.19,2.69,0.0
20130608:1400,35.41,0.0,55.78,1.29,15.35,11.59,2.55,0.0
20130608:1500,18.91,0.0,35.15,0.76,24.92,12.03,2.62,0.0
20130608:1600,33.11,0.0,53.18,1.16,34.7,12.28,2.62,0.0
20130608:1700,78.88,0.0,107.27,2.33,44.3,12.68,2.55,0.0
20130608:1800,155.62,6.86,187.82,4.21,53.13,12.95,2.28,0.0
20130608:1900,160.28,8.37,192.45,4.33,60.13,14.03,2.34,0.0
20130608:2000,345.12,53.33,364.46,8.76,63.53,14.93,2.07,0.0
20130608:2100,202.07,13.34,237.16,5.37,61.92,15.3,1.79,0.0
20130608:2200,474.2,195.57,383.27,11.25,56.02,15.44,1.59,0.0
20130608:2300,333.24,87.07,318.19,8.25,47.71,15.71,1.66,0.0
20130609:0000,53.16,0.0,78.42,1.71,38.4,15.89,1.86,0.0
20130609:0100,49.46,0.0,73.92,1.61,28.63,15.77,2.34,0.0
20130609:0200,28.97,0.0,48.68,1.06,18.95,15.56,2.28,0.0
20130609:0300,28.69,0.0,48.18,1.12,9.68,14.98,1.72,0.0
20130609:0400,1.61,0.0,9.3,0.22,1.16,14.31,1.17,0.0
20130609:0500,0.0,0.0,0.0,0.0,0.0,13.44,1.17,0.0
20130609:0600,0.0,0.0,0.0,0.0,0.0,12.65,1.72,0.0
20130609:0700,0.0,0.0,0.0,0.0,0.0,12.31,1.24,0.0
20130609:0800,0.0,0.0,0.0,0.0,0.0,11.69,1.38,0.0
20130609:0900,0.0,0.0,0.0,0.0,0.0,11.66,1.24,0.0
20130609:1000,0.0,0.0,0.0,0.0,0.0,11.74,1.03,0.0
20130609:1100,0.0,0.0,0.0,0.0,0.0,12.43,0.62,0.0
20130609:1200,0.0,0.0,0.0,0.0,0.0,12.13,0.28,0.0
20130609:1300,12.9,0.0,27.05,0.63,6.36,12.02,0.14,0.0
20130609:1400,36.62,0.0,57.47,1.33,15.39,12.15,0.62,0.0
20130609:1500,119.24,9.79,146.59,3.68,24.95,12.69,0.97,0.0
20130609:1600,72.35,0.0,100.06,2.18,34.73,13.01,1.24,0.0
20130609:1700,336.02,109.72,296.04,8.76,44.34,13.4,1.24,0.0
20130609:1800,318.14,55.81,330.01,8.19,53.18,13.92,1.17,0.0
20130609:1900,533.81,260.2,392.91,12.86,60.19,14.98,1.66,0.0
20130609:2000,805.73,911.02,107.76,18.37,63.62,15.33,1.93,0.0
20130609:2100,808.76,915.14,109.38,18.09,62.01,15.73,2.0,0.0
20130609:2200,759.16,852.86,106.32,16.86,56.12,15.88,1.66,0.0
20130609:2300,480.65,273.03,315.64,11.11,47.8,16.05,1.38,0.0
20130610:0000,375.8,208.55,249.32,8.9,38.49,15.86,1.24,0.0
20130610:0100,273.07,177.61,161.0,6.96,28.72,15.78,1.38,0.0
20130610:0200,107.87,33.47,114.94,3.43,19.03,15.37,1.45,0.0
20130610:0300,18.91,0.0,35.5,0.82,9.77,14.74,1.38,0.0
20130610:0400,1.62,0.0,9.3,0.22,1.25,13.89,1.1,0.0
20130610:0500,0.0,0.0,0.0,0.0,0.0,13.57,0.62,0.0
20130610:0600,0.0,0.0,0.0,0.0,0.0,13.3,0.28,0.0
20130610:0700,0.0,0.0,0.0,0.0,0.0,13.49,0.34,0.0
20130610:0800,0.0,0.0,0.0,0.0,0.0,12.98,0.48,0.0
20130610:0900,0.0,0.0,0.0,0.0,0.0,12.57,0.69,0.0
20130610:1000,0.0,0.0,0.0,0.0,0.0,11.81,0.9,0.0
20130610:1100,0.0,0.0,0.0,0.0,0.0,10.93,0.97,0.0
20130610:1200,0.0,0.0,0.0,0.0,0.0,10.66,0.97,0.0
20130610:1300,12.99,0.0,27.05,0.63,6.4,10.95,0.69,0.0
20130610:1400,27.89,0.0,46.48,1.08,15.42,10.92,0.14,0.0
20130610:1500,113.9,133.51,49.24,7.57,24.98,13.15,0.41,0.0
20130610:1600,323.19,335.32,68.43,10.8,34.76,14.38,1.24,0.0
20130610:1700,404.6,219.98,269.16,10.56,44.37,15.25,2.0,0.0
20130610:1800,657.01,708.96,95.06,16.05,53.22,16.16,2.48,0.0
20130610:1900,755.12,837.16,102.57,17.62,60.25,15.84,2.34,0.0
20130610:2000,803.8,904.66,107.64,18.27,63.69,16.38,2.41,0.0
20130610:2100,803.14,908.69,108.14,17.97,62.1,16.82,2.28,0.0
20130610:2200,756.07,845.31,106.16,16.74,56.21,16.98,2.14,0.0
20130610:2300,663.58,724.75,99.44,14.7,47.89,17.39,2.07,0.0
20130611:0000,527.9,555.57,88.84,12.0,38.57,17.31,2.28,0.0
20130611:0100,347.43,356.77,74.27,8.84,28.8,17.19,2.41,0.0
20130611:0200,142.27,157.36,53.62,5.55,19.12,16.72,2.69,0.0
20130611:0300,18.82,0.0,35.5,0.82,9.86,15.87,2.83,0.0
20130611:0400,1.61,0.0,9.3,0.22,1.34,14.83,2.55,0.0
20130611:0500,0.0,0.0,0.0,0.0,0.0,13.96,2.41,0.0
20130611:0600,0.0,0.0,0.0,0.0,0.0,13.2,2.62,0.0
20130611:0700,0.0,0.0,0.0,0.0,0.0,13.0,2.62,0.0
20130611:0800,0.0,0.0,0.0,0.0,0.0,12.44,2.9,0.0
20130611:0900,0.0,0.0,0.0,0.0,0.0,12.06,3.1,0.0
20130611:1000,0.0,0.0,0.0,0.0,0.0,11.68,3.45,0.0
20130611:1100,0.0,0.0,0.0,0.0,0.0,11.29,3.59,0.0
20130611:1200,0.0,0.0,0.0,0.0,0.0,10.93,3.59,0.0
20130611:1300,1.25,0.0,8.45,0.2,6.43,10.81,3.52,0.0
20130611:1400,33.43,0.0,53.25,1.23,15.44,11.18,3.72,0.0
20130611:1500,46.0,0.0,68.51,1.49,25.0,11.59,3.86,0.0
20130611:1600,234.59,59.81,224.48,6.55,34.78,12.2,4.07,0.0
20130611:1700,123.77,1.75,155.99,3.43,44.39,12.34,4.14,0.0
20130611:1800,328.95,57.63,331.95,8.27,53.25,12.58,4.28,0.0
20130611:1900,559.88,275.29,390.29,13.07,60.29,13.42,4.07,0.0
20130611:2000,482.16,152.98,418.19,11.47,63.76,13.54,4.48,0.0
20130611:2100,629.64,368.02,385.6,14.05,62.18,14.35,4.48,0.0
20130611:2200,789.55,852.34,106.17,16.88,56.29,14.79,4.21,0.0
20130611:2300,393.2,138.44,330.43,9.31,47.98,15.02,4.0,0.0
20130612:0000,106.33,0.0,139.72,3.04,38.65,15.09,4.14,0.0
20130612:0100,359.73,361.22,74.26,8.94,28.88,14.48,4.69,0.0
20130612:0200,146.36,159.5,53.57,5.61,19.2,13.86,4.0,0.0
20130612:0300,13.67,0.24,26.58,2.51,9.94,13.45,2.9,0.0
20130612:0400,2.06,0.0,10.14,0.24,1.42,12.91,2.48,0.0
20130612:0500,0.0,0.0,0.0,0.0,0.0,12.45,2.41,0.0
20130612:0600,0.0,0.0,0.0,0.0,0.0,11.91,2.41,0.0
20130612:0700,0.0,0.0,0.0,0.0,0.0,11.63,1.93,0.0
20130612:0800,0.0,0.0,0.0,0.0,0.0,11.3,2.0,0.0
20130612:0900,0.0,0.0,0.0,0.0,0.0,11.09,2.14,0.0
20130612:1000,0.0,0.0,0.0,0.0,0.0,10.83,2.21,0.0
20130612:1100,0.0,0.0,0.0,0.0,0.0,10.66,2.28,0.0
20130612:1200,0.0,0.0,0.0,0.0,0.0,10.5,2.28,0.0
20130612:1300,8.29,0.0,20.28,0.47,6.45,10.47,2.48,0.0
20130612:1400,28.65,0.0,47.33,1.1,15.46,10.86,2.55,0.0
20130612:1500,59.85,0.0,84.73,1.84,25.01,11.27,2.55,0.0
20130612:1600,63.59,0.0,89.24,1.94,34.79,11.76,2.62,0.0
20130612:1700,33.06,0.0,53.18,1.16,44.41,12.59,2.69,0.0
20130612:1800,160.38,6.83,193.23,4.33,53.27,13.2,2.76,0.0
20130612:1900,566.75,302.11,382.92,13.39,60.34,14.06,2.55,0.0
20130612:2000,461.49,138.76,415.57,11.19,63.82,14.2,2.76,0.0
20130612:2100,225.4,15.51,260.87,5.92,62.26,14.92,2.48,0.0
20130612:2200,65.46,0.0,92.84,2.02,56.37,15.56,2.55,0.0
20130612:2300,598.28,503.89,224.87,13.19,48.06,15.61,2.41,0.0
20130613:0000,94.09,0.0,126.2,2.74,38.72,15.21,1.72,0.0
20130613:0100,7.17,0.0,18.93,0.41,28.96,15.06,0.83,0.0
20130613:0200,105.01,29.2,115.01,3.31,19.27,14.91,0.69,0.0
20130613:0300,29.97,0.22,49.3,1.67,10.01,14.71,1.03,0.0
20130613:0400,2.04,0.0,10.14,0.24,1.5,13.95,1.59,0.0
20130613:0500,0.0,0.0,0.0,0.0,0.0,12.8,0.97,0.0
20130613:0600,0.0,0.0,0.0,0.0,0.0,12.66,0.9,0.0
20130613:0700,0.0,0.0,0.0,0.0,0.0,13.52,0.34,0.0
20130613:0800,0.0,0.0,0.0,0.0,0.0,13.22,0.07,0.0
20130613:0900,0.0,0.0,0.0,0.0,0.0,12.87,0.07,0.0
20130613:1000,0.0,0.0,0.0,0.0,0.0,12.52,0.14,0.0
20130613:1100,0.0,0.0,0.0,0.0,0.0,12.16,0.28,0.0
20130613:1200,0.0,0.0,0.0,0.0,0.0,11.8,0.48,0.0
20130613:1300,12.95,0.0,27.05,0.63,6.47,11.52,0.76,0.0
20130613:1400,50.88,0.0,74.38,1.72,15.47,11.48,0.69,0.0
20130613:1500,112.17,132.0,48.38,7.55,25.02,12.98,1.1,0.0
20130613:1600,194.07,26.95,214.15,5.41,34.8,13.68,1.38,0.0
20130613:1700,393.09,197.25,276.5,10.25,44.42,14.35,1.86,0.0
20130613:1800,654.53,703.7,93.84,15.97,53.3,14.55,2.14,0.0
20130613:1900,748.5,827.49,102.32,17.48,60.37,15.34,2.21,0.0
20130613:2000,791.95,894.72,106.29,18.11,63.88,15.83,1.93,0.0
20130613:2100,791.61,898.68,106.76,17.82,62.33,16.63,1.93,0.0
20130613:2200,749.31,836.55,104.78,16.6,56.45,16.94,2.14,0.0
20130613:2300,659.43,716.33,98.08,14.56,48.13,17.27,2.34,0.0
20130614:0000,522.01,548.0,88.62,11.88,38.79,17.44,2.34,0.0
20130614:0100,343.47,353.2,73.17,8.76,29.03,17.26,2.28,0.0
20130614:0200,141.44,156.74,52.84,5.51,19.34,16.87,2.28,0.0
20130614:0300,32.65,0.13,53.26,1.37,10.08,16.25,2.07,0.0
20130614:0400,0.45,0.0,6.76,0.16,1.57,15.47,1.79,0.0
20130614:0500,0.0,0.0,0.0,0.0,0.0,14.38,1.66,0.0
20130614:0600,0.0,0.0,0.0,0.0,0.0,13.18,1.52,0.0
20130614:0700,0.0,0.0,0.0,0.0,0.0,12.38,1.38,0.0
20130614:0800,0.0,0.0,0.0,0.0,0.0,11.68,1.52,0.0
20130614:0900,0.0,0.0,0.0,0.0,0.0,11.49,1.79,0.0
20130614:1000,0.0,0.0,0.0,0.0,0.0,11.67,2.14,0.0
20130614:1100,0.0,0.0,0.0,0.0,0.0,11.54,2.41,0.0
20130614:1200,0.0,0.0,0.0,0.0,0.0,11.26,2.69,0.0
20130614:1300,1.66,0.0,9.3,0.22,6.48,11.12,2.83,0.0
20130614:1400,0.15,0.0,5.92,0.14,15.48,11.28,3.1,0.0
20130614:1500,7.92,0.0,19.83,0.43,25.03,11.59,3.17,0.0
20130614:1600,20.28,0.0,36.96,0.8,34.8,12.14,3.17,0.0
20130614:1700,25.13,0.0,43.27,0.94,44.43,12.59,3.03,0.0
20130614:1800,63.17,0.0,89.24,1.94,53.31,13.21,2.97,0.0
20130614:1900,168.71,8.32,201.48,4.53,60.4,13.95,3.45,0.0
20130614:2000,113.53,3.25,144.36,3.19,63.93,14.48,3.38,0.0
20130614:2100,188.92,12.17,221.68,5.02,62.39,14.98,3.24,0.0
20130614:2200,206.19,13.34,240.85,5.45,56.52,15.35,3.1,0.0
20130614:2300,516.31,314.63,308.13,11.66,48.2,15.61,2.9,0.0
20130615:0000,536.14,557.15,88.68,12.05,38.86,15.67,2.83,0.0
20130615:0100,354.27,360.63,74.18,8.94,29.09,15.65,2.83,0.0
20130615:0200,146.56,161.11,53.6,5.64,19.41,15.37,2.55,0.0
20130615:0300,13.68,1.77,26.67,2.57,10.15,14.99,2.14,0.0
20130615:0400,3.88,0.0,13.52,0.31,1.63,14.5,1.79,0.0
20130615:0500,0.0,0.0,0.0,0.0,0.0,13.81,1.45,0.0
20130615:0600,0.0,0.0,0.0,0.0,0.0,12.9,1.1,0.0
20130615:0700,0.0,0.0,0.0,0.0,0.0,12.42,1.17,0.0
20130615:0800,0.0,0.0,0.0,0.0,0.0,11.85,1.24,0.0
20130615:0900,0.0,0.0,0.0,0.0,0.0,10.9,1.45,0.0
20130615:1000,0.0,0.0,0.0,0.0,0.0,9.94,1.66,0.0
20130615:1100,0.0,0.0,0.0,0.0,0.0,8.97,1.93,0.0
20130615:1200,0.0,0.0,0.0,0.0,0.0,8.77,2.14,0.0
20130615:1300,13.12,0.0,27.05,0.63,6.49,9.3,2.14,0.0
20130615:1400,38.18,0.0,59.16,1.37,15.48,11.61,2.0,0.0
20130615:1500,110.81,131.02,48.25,7.55,25.03,14.02,1.79,0.0
20130615:1600,318.74,332.22,67.26,10.78,34.8,16.09,2.14,0.0
20130615:1700,423.71,276.04,238.5,11.19,44.43,17.27,2.62,0.0
20130615:1800,529.19,350.24,296.88,13.03,53.32,18.09,2.76,0.0
20130615:1900,663.25,523.8,302.33,15.7,60.42,18.28,2.62,0.0
20130615:2000,657.23,465.15,358.84,15.35,63.97,19.07,2.55,0.0
20130615:2100,581.18,324.97,400.91,13.7,62.45,19.78,2.48,0.0
20130615:2200,519.28,265.55,379.11,12.27,56.58,20.27,2.62,0.0
20130615:2300,557.42,438.26,254.32,12.66,48.27,20.6,2.62,0.0
20130616:0000,343.26,162.57,261.42,8.39,38.92,20.5,2.48,0.0
20130616:0100,172.45,37.85,183.73,4.72,29.15,20.12,2.14,0.0
20130616:0200,26.25,0.0,45.97,1.0,19.47,19.71,1.72,0.0
20130616:0300,2.77,0.0,11.72,0.25,10.21,19.17,1.52,0.0
20130616:0400,0.0,0.0,0.85,0.02,1.69,18.34,1.31,0.0
20130616:0500,0.0,0.0,0.0,0.0,0.0,17.0,0.97,0.0
20130616:0600,0.0,0.0,0.0,0.0,0.0,16.93,0.83,0.0
20130616:0700,0.0,0.0,0.0,0.0,0.0,16.81,0.55,0.0
20130616:0800,0.0,0.0,0.0,0.0,0.0,16.11,0.9,0.0
20130616:0900,0.0,0.0,0.0,0.0,0.0,14.03,1.38,0.0
20130616:1000,0.0,0.0,0.0,0.0,0.0,12.71,1.66,0.0
20130616:1100,0.0,0.0,0.0,0.0,0.0,11.73,1.93,0.0
20130616:1200,0.0,0.0,0.0,0.0,0.0,11.04,2.21,0.0
20130616:1300,4.47,0.0,14.37,0.33,6.49,11.47,2.34,0.0
20130616:1400,45.44,0.0,68.46,1.59,15.48,13.89,2.28,0.0
20130616:1500,123.15,77.08,103.04,6.21,25.02,15.71,2.41,0.0
20130616:1600,311.45,323.92,67.45,10.56,34.8,16.97,2.48,0.0
20130616:1700,363.92,155.71,288.59,9.62,44.42,17.93,2.55,0.0
20130616:1800,473.55,237.2,343.8,11.86,53.32,18.73,2.55,0.0
20130616:1900,223.59,15.58,264.34,6.02,60.44,19.51,2.62,0.0
20130616:2000,621.24,410.83,369.63,14.66,64.01,20.02,2.41,0.0
20130616:2100,606.68,391.1,375.37,14.25,62.5,20.33,2.0,0.0
20130616:2200,610.02,455.32,318.21,14.09,56.64,20.92,1.86,0.0
20130616:2300,79.52,0.0,111.77,2.43,48.33,20.95,2.69,0.0
20130617:0000,355.38,176.15,259.73,8.58,38.98,20.3,3.45,0.0
20130617:0100,144.84,17.98,169.69,4.04,29.21,19.55,3.59,0.0
20130617:0200,20.92,0.0,38.76,0.84,19.53,18.78,2.83,0.0
20130617:0300,9.39,0.0,22.54,0.49,10.26,18.06,2.07,0.0
20130617:0400,0.0,0.0,2.54,0.06,1.74,17.17,2.21,0.0
20130617:0500,0.0,0.0,0.0,0.0,0.0,16.39,2.21,0.0
20130617:0600,0.0,0.0,0.0,0.0,0.0,15.7,2.14,0.0
20130617:0700,0.0,0.0,0.0,0.0,0.0,15.51,2.14,0.0
20130617:0800,0.0,0.0,0.0,0.0,0.0,14.86,2.41,0.0
20130617:0900,0.0,0.0,0.0,0.0,0.0,14.3,2.55,0.0
20130617:1000,0.0,0.0,0.0,0.0,0.0,13.83,2.69,0.0
20130617:1100,0.0,0.0,0.0,0.0,0.0,13.39,2.76,0.0
20130617:1200,0.0,0.0,0.0,0.0,0.0,13.11,2.69,0.0
20130617:1300,12.24,0.0,26.2,0.61,6.48,13.12,2.69,0.0
20130617:1400,30.25,0.0,49.87,1.16,15.47,13.77,2.55,0.0
20130617:1500,111.47,6.19,141.03,3.39,25.01,14.52,2.62,0.0
20130617:1600,260.34,111.33,209.65,7.7,34.79,15.05,2.62,0.0
20130617:1700,390.86,193.8,277.07,10.21,44.41,15.78,2.9,0.0
20130617:1800,650.64,697.51,93.64,15.9,53.32,16.3,2.97,0.0
20130617:1900,741.87,824.21,101.07,17.44,60.45,17.9,2.76,0.0
20130617:2000,789.4,893.66,105.03,18.11,64.03,18.37,2.62,0.0
20130617:2100,790.61,898.91,106.6,17.86,62.55,19.19,2.62,0.0
20130617:2200,744.73,840.34,103.57,16.68,56.69,19.11,2.28,0.0
20130617:2300,648.76,720.35,97.98,14.66,48.39,19.27,1.59,0.0
20130618:0000,396.78,252.64,240.6,9.51,39.03,19.32,0.97,0.0
20130618:0100,339.43,357.67,73.15,8.86,29.26,19.49,0.76,0.0
20130618:0200,143.0,160.13,53.74,5.61,19.58,19.53,1.31,0.0
20130618:0300,13.84,3.11,27.26,2.55,10.32,18.96,1.52,0.0
20130618:0400,4.28,0.0,14.37,0.33,1.79,18.03,1.38,0.0
20130618:0500,0.0,0.0,0.0,0.0,0.0,16.32,1.45,0.0
20130618:0600,0.0,0.0,0.0,0.0,0.0,15.3,1.17,0.0
20130618:0700,0.0,0.0,0.0,0.0,0.0,14.54,1.66,0.0
20130618:0800,0.0,0.0,0.0,0.0,0.0,13.29,1.66,0.0
20130618:0900,0.0,0.0,0.0,0.0,0.0,12.71,1.45,0.0
20130618:1000,0.0,0.0,0.0,0.0,0.0,12.98,2.0,0.0
20130618:1100,0.0,0.0,0.0,0.0,0.0,13.04,2.41,0.0
20130618:1200,0.0,0.0,0.0,0.0,0.0,12.5,2.48,0.0
20130618:1300,15.97,0.0,31.27,0.73,6.47,12.56,2.55,0.0
20130618:1400,47.78,0.0,70.99,1.65,15.45,12.97,2.34,0.0
20130618:1500,58.34,0.0,83.83,1.82,24.99,13.64,1.93,0.0
20130618:1600,61.87,0.0,88.34,1.92,34.77,14.59,1.79,0.0
20130618:1700,228.71,25.18,256.22,6.12,44.4,15.13,1.72,0.0
20130618:1800,517.85,328.15,307.2,12.84,53.31,16.0,1.45,0.0
20130618:1900,421.09,124.51,396.14,10.68,60.45,16.8,0.83,0.0
20130618:2000,782.91,905.19,106.18,18.35,64.06,17.45,1.31,0.0
20130618:2100,578.15,314.62,403.66,13.6,62.59,17.85,2.07,0.0
20130618:2200,393.14,107.65,374.37,9.76,56.74,18.02,2.14,0.0
20130618:2300,195.19,13.13,232.76,5.27,48.44,18.27,1.72,0.0
20130619:0000,524.2,563.94,88.68,12.19,39.08,18.36,1.1,0.0
20130619:0100,349.17,365.3,74.18,9.04,29.31,18.44,1.1,0.0
20130619:0200,147.91,165.34,53.63,5.74,19.63,18.1,1.59,0.0
20130619:0300,13.75,3.69,26.83,2.63,10.36,17.25,2.14,0.0
20130619:0400,2.44,0.0,10.99,0.25,1.84,16.21,1.86,0.0
20130619:0500,0.0,0.0,0.0,0.0,0.0,15.01,1.1,0.0
20130619:0600,0.0,0.0,0.0,0.0,0.0,15.04,0.9,0.0
20130619:0700,0.0,0.0,0.0,0.0,0.0,13.05,1.31,0.0
20130619:0800,0.0,0.0,0.0,0.0,0.0,13.03,1.24,0.0
20130619:0900,0.0,0.0,0.0,0.0,0.0,13.19,1.1,0.0
20130619:1000,0.0,0.0,0.0,0.0,0.0,12.61,1.24,0.0
20130619:1100,0.0,0.0,0.0,0.0,0.0,12.34,1.24,0.0
20130619:1200,0.0,0.0,0.0,0.0,0.0,13.48,0.69,0.0
20130619:1300,15.27,0.0,30.43,0.71,6.46,13.25,0.48,0.0
20130619:1400,57.74,0.0,82.83,1.92,15.43,12.69,0.76,0.0
20130619:1500,130.75,41.4,137.83,5.19,24.97,14.52,1.31,0.0
20130619:1600,200.93,33.03,217.55,5.66,34.75,15.05,1.59,0.0
20130619:1700,278.05,54.66,284.82,7.37,44.38,15.73,2.0,0.0
20130619:1800,223.63,16.5,259.76,5.96,53.3,16.1,2.07,0.0
20130619:1900,383.41,86.08,382.91,9.76,60.45,16.49,1.59,0.0
20130619:2000,387.1,82.07,393.19,9.84,64.07,16.88,1.45,0.0
20130619:2100,493.01,190.93,416.98,11.96,62.62,17.18,1.72,0.0
20130619:2200,503.5,237.43,383.68,11.94,56.78,17.53,1.79,0.0
20130619:2300,455.54,231.99,327.68,10.74,48.48,17.88,1.79,0.0
20130620:0000,350.04,165.62,262.58,8.47,39.12,17.87,2.0,0.0
20130620:0100,139.04,14.2,165.83,3.88,29.35,17.86,2.28,0.0
20130620:0200,6.49,0.0,18.03,0.39,19.67,17.6,2.21,0.0
20130620:0300,0.0,0.0,5.41,0.12,10.4,17.16,1.93,0.0
20130620:0400,0.0,0.0,0.0,0.0,0.0,16.48,1.59,0.0
20130620:0500,0.0,0.0,0.0,0.0,0.0,15.6,1.38,0.0
20130620:0600,0.0,0.0,0.0,0.0,0.0,14.77,1.38,0.0
20130620:0700,0.0,0.0,0.0,0.0,0.0,14.55,1.59,0.0
20130620:0800,0.0,0.0,0.0,0.0,0.0,14.24,1.72,0.0
20130620:0900,0.0,0.0,0.0,0.0,0.0,13.95,1.79,0.0
20130620:1000,0.0,0.0,0.0,0.0,0.0,13.67,1.93,0.0
20130620:1100,0.0,0.0,0.0,0.0,0.0,13.44,2.83,0.0
20130620:1200,0.0,0.0,0.0,0.0,0.0,13.32,3.24,0.0
20130620:1300,0.0,0.0,5.07,0.12,6.44,12.72,3.59,0.0
20130620:1400,27.07,0.0,45.64,1.06,15.41,12.59,4.07,0.0
20130620:1500,27.28,0.0,45.97,1.0,24.95,12.65,4.34,0.0
20130620:1600,36.03,0.0,56.79,1.23,34.72,12.69,4.48,0.0
20130620:1700,54.91,0.0,79.32,1.72,44.36,12.69,4.21,0.0
20130620:1800,124.58,2.91,156.06,3.45,53.28,12.69,3.59,0.0
20130620:1900,123.41,5.18,152.55,3.41,60.44,13.14,4.07,0.0
20130620:2000,114.29,4.32,143.5,3.19,64.08,13.36,3.03,0.0
20130620:2100,114.83,3.31,145.28,3.21,62.64,13.37,2.62,0.0
20130620:2200,196.46,12.2,228.98,5.17,56.82,13.52,2.9,0.0
20130620:2300,67.56,0.0,94.65,2.06,48.52,13.94,2.83,0.0
20130621:0000,158.79,8.39,190.82,4.29,39.16,14.15,2.55,0.0
20130621:0100,7.23,0.0,18.93,0.41,29.39,13.69,2.41,0.0
20130621:0200,22.9,0.0,40.56,0.88,19.71,13.42,2.14,0.0
20130621:0300,34.33,0.6,54.61,1.47,10.44,13.08,1.72,0.0
20130621:0400,1.22,0.0,8.45,0.2,1.91,12.8,1.31,0.0
20130621:0500,0.0,0.0,0.0,0.0,0.0,12.62,1.52,0.0
20130621:0600,0.0,0.0,0.0,0.0,0.0,12.45,1.72,0.0
